type,title,cast,rating,listed_in,combination
TV Show,the invisibles,anthony head  warren clarke  jenny agutter,13+,"comedy, drama","TV Show 13+ comedy, drama anthony head  warren clarke  jenny agutter"
TV Show,the indian doctor,sanjeev bhaskar  ayesha dharker  jacob oakley,13+,"comedy, drama","TV Show 13+ comedy, drama sanjeev bhaskar  ayesha dharker  jacob oakley"
TV Show,the inbetweeners,simon bird  james buckley  blake harrison,16+,"comedy, young adult audience","TV Show 16+ comedy, young adult audience simon bird  james buckley  blake harrison"
TV Show,the idolm@ster.kr,10 singers from real girls project  sung hoon  park chulmin,TV-NR,tv shows,TV Show TV-NR tv shows 10 singers from real girls project  sung hoon  park chulmin
TV Show,the hunt for the zodiac killer,craig p. bauer  michael butterfield,TV-14,tv shows,TV Show TV-14 tv shows craig p. bauer  michael butterfield
TV Show,the house that £100k built,kieran long  piers taylor,ALL,special interest,TV Show ALL special interest kieran long  piers taylor
TV Show,the house of cards trilogy,isla blair  ian richardson  julian fellowes,18+,drama,TV Show 18+ drama isla blair  ian richardson  julian fellowes
TV Show,the home show,george clarke,7+,"documentary, special interest","TV Show 7+ documentary, special interest george clarke"
TV Show,the hitchhiker's guide to the galaxy,peter jones  simon jones  david dixon,13+,science fiction,TV Show 13+ science fiction peter jones  simon jones  david dixon
TV Show,the heist,pip torrens,16+,"action, documentary, unscripted","TV Show 16+ action, documentary, unscripted pip torrens"
TV Show,the haunting of. . .,unknown,TV-PG,"horror, suspense","TV Show TV-PG horror, suspense unknown"
TV Show,the gymkhana files,unknown,16+,"documentary, special interest, sports","TV Show 16+ documentary, special interest, sports unknown"
TV Show,the great escapists,richard hammond  tory belleci  joseph balderrama,13+,unscripted,TV Show 13+ unscripted richard hammond  tory belleci  joseph balderrama
TV Show,the great commanders,unknown,ALL,documentary,TV Show ALL documentary unknown
TV Show,the great british benefits handout,graeme hawley,13+,"kids, special interest, unscripted","TV Show 13+ kids, special interest, unscripted graeme hawley"
TV Show,the grand tour,richard hammond  jeremy clarkson  james may,16+,"comedy, documentary, sports","TV Show 16+ comedy, documentary, sports richard hammond  jeremy clarkson  james may"
TV Show,the glory is gone,kai wiesinger  bettina zimmermann  luise befort,TV-NR,tv shows,TV Show TV-NR tv shows kai wiesinger  bettina zimmermann  luise befort
TV Show,the ghost inside my child,de'marco arrington  bella eubank,TV-PG,"documentary, drama, unscripted","TV Show TV-PG documentary, drama, unscripted de'marco arrington  bella eubank"
TV Show,the ghost finders,rob thompson  megan deputy  brad tarnowsky,13+,"horror, unscripted","TV Show 13+ horror, unscripted rob thompson  megan deputy  brad tarnowsky"
TV Show,the garfield show,frank welker,ALL,"animation, kids","TV Show ALL animation, kids frank welker"
TV Show,the fosters,teri polo  sherri saum  hayden byerly,TV-14,tv shows,TV Show TV-14 tv shows teri polo  sherri saum  hayden byerly
TV Show,the forgotten army - azaadi ke liye,sharvari  rohit choudhary  sunny kaushal,18+,"action, drama, international","TV Show 18+ action, drama, international sharvari  rohit choudhary  sunny kaushal"
TV Show,the force: manchester,unknown,16+,"documentary, special interest","TV Show 16+ documentary, special interest unknown"
TV Show,the first silent night,unknown,TV-PG,"documentary, special interest","TV Show TV-PG documentary, special interest unknown"
TV Show,the first 48: missing persons,shawn john smith,TV-14,tv shows,TV Show TV-14 tv shows shawn john smith
TV Show,the first 48 presents: homicide squad atlanta,adam iii lee,TV-14,tv shows,TV Show TV-14 tv shows adam iii lee
TV Show,the feed,michelle fairley  guy burnet  nina toussaint-white,16+,drama,TV Show 16+ drama michelle fairley  guy burnet  nina toussaint-white
TV Show,the fbi files,james kallstrom  anthony d. call  john alcorn,16+,documentary,TV Show 16+ documentary james kallstrom  anthony d. call  john alcorn
TV Show,the fall,gillian anderson  jamie dornan  john lynch,TV-MA,"drama, suspense","TV Show TV-MA drama, suspense gillian anderson  jamie dornan  john lynch"
TV Show,the fades,iain de caestecker  daniel kaluuya  tom ellis,TV-14,drama,TV Show TV-14 drama iain de caestecker  daniel kaluuya  tom ellis
TV Show,the face uk,naomi campbell  erin o'connor  caroline winberg,13+,tv shows,TV Show 13+ tv shows naomi campbell  erin o'connor  caroline winberg
TV Show,the expanse,steven strait  cas anvar  dominique tipper,16+,"action, science fiction","TV Show 16+ action, science fiction steven strait  cas anvar  dominique tipper"
TV Show,the evolution of us,unknown,ALL,"documentary, special interest","TV Show ALL documentary, special interest unknown"
TV Show,the evolution of evil,alisdair simpson,16+,documentary,TV Show 16+ documentary alisdair simpson
TV Show,the english civil war,robert whelan,13+,"documentary, special interest","TV Show 13+ documentary, special interest robert whelan"
TV Show,the eleven,w. michael bunch  geena bocci,TV-14,tv shows,TV Show TV-14 tv shows w. michael bunch  geena bocci
TV Show,the durrells in corfu,keeley hawes  josh o'connor  milo parker,13+,"drama, historical, international","TV Show 13+ drama, historical, international keeley hawes  josh o'connor  milo parker"
TV Show,the dick van dyke show,dick van dyke  mary tyler moore  carl reiner,TV-G,"comedy, kids","TV Show TV-G comedy, kids dick van dyke  mary tyler moore  carl reiner"
TV Show,the davincibles,jamie croft  katherine beck  david callan,7+,"animation, kids","TV Show 7+ animation, kids jamie croft  katherine beck  david callan"
TV Show,the dangerous book for boys,kyan zielinski  drew logan powell  erinn hayes,7+,young adult audience,TV Show 7+ young adult audience kyan zielinski  drew logan powell  erinn hayes
TV Show,the dancing detective dekadance,unknown,13+,tv shows,TV Show 13+ tv shows unknown
TV Show,the challenge: eta,unknown,16+,documentary,TV Show 16+ documentary unknown
TV Show,the carol burnett show,carol burnett  tim conway  vicki lawrence,13+,comedy,TV Show 13+ comedy carol burnett  tim conway  vicki lawrence
TV Show,the boys,karl urban  jack quaid  antony starr,18+,action,TV Show 18+ action karl urban  jack quaid  antony starr
TV Show,the bold and the beautiful,john mccook  katherine kelly lang,13+,drama,TV Show 13+ drama john mccook  katherine kelly lang
TV Show,the boat show,unknown,13+,tv shows,TV Show 13+ tv shows unknown
TV Show,the block,scott cam  shelley craft,13+,"special interest, unscripted","TV Show 13+ special interest, unscripted scott cam  shelley craft"
TV Show,the beverly hillbillies,buddy ebsen  donna douglas  irene ryan,TV-PG,"comedy, kids","TV Show TV-PG comedy, kids buddy ebsen  donna douglas  irene ryan"
TV Show,the best of the three stooges in color!,moe howard  larry fine  curly howard,7+,comedy,TV Show 7+ comedy moe howard  larry fine  curly howard
TV Show,the best of mister rogers' neighborhood,unknown,TV-Y,kids,TV Show TV-Y kids unknown
TV Show,the bernie mac show,unknown,TV-PG,"comedy, drama, kids","TV Show TV-PG comedy, drama, kids unknown"
TV Show,the ave,brett puryear  shaniqua j west,18+,suspense,TV Show 18+ suspense brett puryear  shaniqua j west
TV Show,the attackers,ekaterina vilkova  dmitriy dyuzhev  nikolai kozak,13+,tv shows,TV Show 13+ tv shows ekaterina vilkova  dmitriy dyuzhev  nikolai kozak
TV Show,the americans,keri russell  matthew rhys  keidrich sellati,NR,tv shows,TV Show NR tv shows keri russell  matthew rhys  keidrich sellati
TV Show,the american west,robert redford  kiefer sutherland  senator john mccain,TV-14,"arthouse, arts, entertainment, and culture, documentary","TV Show TV-14 arthouse, arts, entertainment, and culture, documentary robert redford  kiefer sutherland  senator john mccain"
TV Show,the american dream project,james marshall  todd williams,7+,"drama, special interest, unscripted","TV Show 7+ drama, special interest, unscripted james marshall  todd williams"
TV Show,the american civil war: a union divided,unknown,18+,"documentary, special interest","TV Show 18+ documentary, special interest unknown"
TV Show,the amazing world of war machines,unknown,7+,"documentary, military and war","TV Show 7+ documentary, military and war unknown"
TV Show,the amazing world of aviation series - 13-part,unknown,ALL,special interest,TV Show ALL special interest unknown
TV Show,the amazing race,phil keoghan,TV-PG,tv shows,TV Show TV-PG tv shows phil keoghan
TV Show,the aliens,michael socha  michaela coel  jim howick,TV-MA,"drama, science fiction","TV Show TV-MA drama, science fiction michael socha  michaela coel  jim howick"
TV Show,the affair,unknown,TV-MA,tv shows,TV Show TV-MA tv shows unknown
TV Show,the adventures of tintin,unknown,7+,"action, animation, kids","TV Show 7+ action, animation, kids unknown"
TV Show,the a word,christopher eccleston  lee ingleby  morven christie,TV-NR,drama,TV Show TV-NR drama christopher eccleston  lee ingleby  morven christie
TV Show,texas rising,bill paxton  brendan fraser  jeffrey dean morgan,TV-14,"drama, western","TV Show TV-14 drama, western bill paxton  brendan fraser  jeffrey dean morgan"
TV Show,tenkai knights,johnny yong bosch,TV-Y7,"animation, kids","TV Show TV-Y7 animation, kids johnny yong bosch"
TV Show,telmo and tula: volume 3,unknown,ALL,kids,TV Show ALL kids unknown
TV Show,tell me your secrets,lily rabe  amy brenneman  hamish linklater,16+,drama,TV Show 16+ drama lily rabe  amy brenneman  hamish linklater
TV Show,teen wolf,tyler posey  holland roden  shelley hennig,TV-14,tv shows,TV Show TV-14 tv shows tyler posey  holland roden  shelley hennig
TV Show,ted bundy: falling for a killer,unknown,16+,"documentary, unscripted","TV Show 16+ documentary, unscripted unknown"
TV Show,technological marvels of the ancient world,unknown,7+,"adventure, documentary, military and war","TV Show 7+ adventure, documentary, military and war unknown"
TV Show,team umizoomi,unknown,TV-Y,kids,TV Show TV-Y kids unknown
TV Show,tayo the little bus,unknown,ALL,"documentary, kids","TV Show ALL documentary, kids unknown"
TV Show,tattletales,bert convy,TV-PG,unscripted,TV Show TV-PG unscripted bert convy
TV Show,tandav,saif ali khan  dimple kapadia  tigmanshu dhulia,16+,drama,TV Show 16+ drama saif ali khan  dimple kapadia  tigmanshu dhulia
TV Show,tales from the loop,rebecca hall  paul schneider  duncan joiner,18+,science fiction,TV Show 18+ science fiction rebecca hall  paul schneider  duncan joiner
TV Show,take us home: leeds united,russell crowe  andrea radrizanni  marcelo bielsa,16+,tv shows,TV Show 16+ tv shows russell crowe  andrea radrizanni  marcelo bielsa
TV Show,sword oratoria: is it wrong to try to pick up girls in a dungeon? on the side,unknown,TV-14,"action, anime, fantasy","TV Show TV-14 action, anime, fantasy unknown"
TV Show,swiine,unknown,13+,comedy,TV Show 13+ comedy unknown
TV Show,swedish dicks,peter stormare  johan glans  vivian bang,TV-MA,comedy,TV Show TV-MA comedy peter stormare  johan glans  vivian bang
TV Show,swamp people,unknown,TV-14,tv shows,TV Show TV-14 tv shows unknown
TV Show,survivor,jeff probst,TV-PG,unscripted,TV Show TV-PG unscripted jeff probst
TV Show,surgeons: at the edge of life,shaun dooley  steven jeffery  sam ford,16+,documentary,TV Show 16+ documentary shaun dooley  steven jeffery  sam ford
TV Show,supersize vs superskinny,christian jessen  anna richardson  gillian mckeith,16+,special interest,TV Show 16+ special interest christian jessen  anna richardson  gillian mckeith
TV Show,superships,unknown,7+,"action, adventure, documentary","TV Show 7+ action, adventure, documentary unknown"
TV Show,supermarket sweep,david ruprecht,TV-G,unscripted,TV Show TV-G unscripted david ruprecht
TV Show,superheroes: a never-ending battle,liev schreiber  stan lee  linda carter,TV-PG,special interest,TV Show TV-PG special interest liev schreiber  stan lee  linda carter
TV Show,superbook,shannon chan-kent  sam vincent  cathy weseluck,7+,"animation, faith and spirituality, kids","TV Show 7+ animation, faith and spirituality, kids shannon chan-kent  sam vincent  cathy weseluck"
TV Show,sunshine sento-sake (subbed) (4k uhd),unknown,TV-NR,tv shows,TV Show TV-NR tv shows unknown
TV Show,sunshine sento-sake (subbed),unknown,TV-NR,tv shows,TV Show TV-NR tv shows unknown
TV Show,sunny bunnies,unknown,TV-Y,"animation, kids","TV Show TV-Y animation, kids unknown"
TV Show,summer 2019 american road trip,robert morales,7+,special interest,TV Show 7+ special interest robert morales
TV Show,suits,gabriel macht  rick hoffman  sarah rafferty,NR,drama,TV Show NR drama gabriel macht  rick hoffman  sarah rafferty
TV Show,subaru launch control,travis pastrana  brandon semenuk  scott speed,13+,"documentary, special interest, sports","TV Show 13+ documentary, special interest, sports travis pastrana  brandon semenuk  scott speed"
TV Show,streets of compton,alonzo williams  game,TV-14,"documentary, special interest","TV Show TV-14 documentary, special interest alonzo williams  game"
TV Show,strange love,flavor flav  brigitte nielsen,16+,tv shows,TV Show 16+ tv shows flavor flav  brigitte nielsen
TV Show,strange empire series,cara gee  tattiawna jones  melissa farman,13+,"drama, western","TV Show 13+ drama, western cara gee  tattiawna jones  melissa farman"
TV Show,storage wars: texas,walt cade  ricky smith  bubba smith,TV-14,tv shows,TV Show TV-14 tv shows walt cade  ricky smith  bubba smith
TV Show,storage wars: northern treasures,don reinhart  roy dirnbeck  cindy hayden,TV-14,unscripted,TV Show TV-14 unscripted don reinhart  roy dirnbeck  cindy hayden
TV Show,storage wars new york,joe pauletich  john luke,TV-PG,tv shows,TV Show TV-PG tv shows joe pauletich  john luke
TV Show,storage wars,unknown,TV-14,tv shows,TV Show TV-14 tv shows unknown
TV Show,steven seagal lawman,steven seagal  larry dyess,TV-14,"documentary, special interest","TV Show TV-14 documentary, special interest steven seagal  larry dyess"
TV Show,stephen fry: gadget man,stephen fry,TV-14,"documentary, special interest, unscripted","TV Show TV-14 documentary, special interest, unscripted stephen fry"
TV Show,state of mind,niamh cusack  rowena cooper  andrew lincoln,16+,tv shows,TV Show 16+ tv shows niamh cusack  rowena cooper  andrew lincoln
TV Show,startalk with neil degrasse tyson,unknown,NR,tv shows,TV Show NR tv shows unknown
TV Show,star trek: voyager,kate mulgrew  robert beltran  roxann biggs-dawson,TV-PG,"drama, science fiction, special interest","TV Show TV-PG drama, science fiction, special interest kate mulgrew  robert beltran  roxann biggs-dawson"
TV Show,star trek: the next generation,patrick stewart  jonathan frakes  levar burton,NR,"drama, science fiction, special interest","TV Show NR drama, science fiction, special interest patrick stewart  jonathan frakes  levar burton"
