director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combination
marcus raboy,john witherspoon,mike epps,katt williams,comedy drama,Friday After Next,marcus raboy john witherspoon mike eppskatt williamscomedy drama
leigh whannell,lin shaye,hayley kiyoko,leigh whannell,fantasy horror thriller,Insidious: Chapter 3,leigh whannell lin shaye hayley kiyokoleigh whannellfantasy horror thriller
michael schultz,mike starr,vanity,keshia knight pulliam,action comedy drama music,The Last Dragon,michael schultz mike starr vanitykeshia knight pulliamaction comedy drama music
guy ritchie,jason statham,brad pitt,jason flemyng,comedy crime,Snatch,guy ritchie jason statham brad pittjason flemyngcomedy crime
brett leonard,jeff fahey,austin o'brien,troy evans,horror sci-fi,The Lawnmower Man,brett leonard jeff fahey austin o'brientroy evanshorror sci-fi
peter sollett,ari graynor,alexis dziena,aaron yoo,comedy drama music romance,Nick and Norah's Infinite Playlist,peter sollett ari graynor alexis dzienaaaron yoocomedy drama music romance
kevin smith,matt damon,janeane garofalo,george carlin,adventure comedy drama fantasy,Dogma,kevin smith matt damon janeane garofalogeorge carlinadventure comedy drama fantasy
bob dolman,erika christensen,eva amurri martino,sal lopez,comedy drama,The Banger Sisters,bob dolman erika christensen eva amurri martinosal lopezcomedy drama
joe dante,albert brooks,al leong,vic morrow,fantasy horror sci-fi,Twilight Zone: The Movie,joe dante albert brooks al leongvic morrowfantasy horror sci-fi
rowdy herrington,ben gazzara,kevin tighe,kelly lynch,action thriller,Road House,rowdy herrington ben gazzara kevin tighekelly lynchaction thriller
keenen ivory wayans,jada pinkett smith,salli richardson-whitfield,charles s. dutton,action comedy crime,A Low Down Dirty Shame,keenen ivory wayans jada pinkett smith salli richardson-whitfieldcharles s. duttonaction comedy crime
john polson,erika christensen,shiri appleby,jason ritter,drama thriller,Swimfan,john polson erika christensen shiri applebyjason ritterdrama thriller
greg coolidge,dane cook,danny woodburn,jessica simpson,comedy romance,Employee of the Month,greg coolidge dane cook danny woodburnjessica simpsoncomedy romance
harry elfont,ethan embry,lauren ambrose,charlie korsmo,comedy romance,Can't Hardly Wait,harry elfont ethan embry lauren ambrosecharlie korsmocomedy romance
francis ford coppola,tom cruise,william smith,tom waits,crime drama,The Outsiders,francis ford coppola tom cruise william smithtom waitscrime drama
david lowery,bryce dallas howard,oona laurence,isiah whitlock jr.,adventure family fantasy,Pete's Dragon,david lowery bryce dallas howard oona laurenceisiah whitlock jr.adventure family fantasy
david cronenberg,tom skerritt,herbert lom,anthony zerbe,horror sci-fi thriller,The Dead Zone,david cronenberg tom skerritt herbert lomanthony zerbehorror sci-fi thriller
ciarán foy,laila haley,james ransone,jaden klein,horror mystery thriller,Sinister 2,ciarán foy laila haley james ransonejaden kleinhorror mystery thriller
salim akil,omari hardwick,curtis armstrong,mike epps,drama music,Sparkle,salim akil omari hardwick curtis armstrongmike eppsdrama music
jamie blanks,marley shelton,jessica capshaw,johnny whitworth,horror mystery thriller,Valentine,jamie blanks marley shelton jessica capshawjohnny whitworthhorror mystery thriller
olatunde osunsanmi,milla jovovich,will patton,hakeem kae-kazim,mystery sci-fi thriller,The Fourth Kind,olatunde osunsanmi milla jovovich will pattonhakeem kae-kazimmystery sci-fi thriller
robert altman,meryl streep,virginia madsen,lily tomlin,comedy drama music,A Prairie Home Companion,robert altman meryl streep virginia madsenlily tomlincomedy drama music
leon ichaso,khandi alexander,clarence williams iii,steve harris,drama thriller,Sugar Hill,leon ichaso khandi alexander clarence williams iiisteve harrisdrama thriller
joseph zito,billy drago,richard lynch,eddie jones,action thriller,Invasion U.S.A.,joseph zito billy drago richard lyncheddie jonesaction thriller
malcolm d. lee,jurnee smollett-bell,brandon t. jackson,shad moss,comedy drama music romance,Roll Bounce,malcolm d. lee jurnee smollett-bell brandon t. jacksonshad mosscomedy drama music romance
wes anderson,bill murray,connie nielsen,olivia williams,comedy drama,Rushmore,wes anderson bill murray connie nielsenolivia williamscomedy drama
colin strause,david zayas,donald faison,brittany daniel,action sci-fi thriller,Skyline,colin strause david zayas donald faisonbrittany danielaction sci-fi thriller
john madden,tina desai,celia imrie,ronald pickup,comedy drama,The Second Best Exotic Marigold Hotel,john madden tina desai celia imrieronald pickupcomedy drama
patricia rozema,julia ormond,jane krakowski,willow smith,drama family,Kit Kittredge: An American Girl,patricia rozema julia ormond jane krakowskiwillow smithdrama family
mark rosman,ben feldman,chris noth,vanessa lengies,comedy family romance,The Perfect Man,mark rosman ben feldman chris nothvanessa lengiescomedy family romance
spike lee,denzel washington,nicholas turturro,charlie murphy,drama music romance,Mo' Better Blues,spike lee denzel washington nicholas turturrocharlie murphydrama music romance
steve oedekerk,steve oedekerk,simon rhee,jennifer tung,action comedy,Kung Pow: Enter the Fist,steve oedekerk steve oedekerk simon rheejennifer tungaction comedy
ron underwood,reba mcentire,ariana richards,michael gross,comedy horror sci-fi,Tremors,ron underwood reba mcentire ariana richardsmichael grosscomedy horror sci-fi
rob schmidt,kevin zegers,lindy booth,julian richings,horror thriller,Wrong Turn,rob schmidt kevin zegers lindy boothjulian richingshorror thriller
walter hill,dennis quaid,david carradine,randy quaid,western,The Long Riders,walter hill dennis quaid david carradinerandy quaidwestern
james foley,byron mann,paul ben-victor,kim chan,action crime drama mystery thriller,The Corruptor,james foley byron mann paul ben-victorkim chanaction crime drama mystery thriller
jeff nichols,matthew mcconaughey,tye sheridan,sam shepard,drama,Mud,jeff nichols matthew mcconaughey tye sheridansam sheparddrama
robert ben garant,wendi mclendon-covey,thomas lennon,carlos alazraqui,comedy crime,Reno 911!: Miami,robert ben garant wendi mclendon-covey thomas lennoncarlos alazraquicomedy crime
morgan spurlock,harry styles,zayn malik,niall horan,documentary music,One Direction: This Is Us,morgan spurlock harry styles zayn malikniall horandocumentary music
neal brennan,rob riggle,noureen dewulf,charles napier,comedy,"The Goods: Live Hard, Sell Hard",neal brennan rob riggle noureen dewulfcharles napiercomedy
tuck tucker,jennifer jason leigh,vincent schiavelli,paul sorvino,adventure animation comedy family,Hey Arnold! The Movie,tuck tucker jennifer jason leigh vincent schiavellipaul sorvinoadventure animation comedy family
simon curtis,eddie redmayne,toby jones,julia ormond,biography drama,My Week with Marilyn,simon curtis eddie redmayne toby jonesjulia ormondbiography drama
richard shepard,adam scott,philip baker hall,hope davis,comedy crime drama thriller,The Matador,richard shepard adam scott philip baker hallhope daviscomedy crime drama thriller
theodore witcher,leonard roberts,nia long,larenz tate,drama romance,Love Jones,theodore witcher leonard roberts nia longlarenz tatedrama romance
jim hanon,chase ellison,chad allen,jack guzman,adventure drama,End of the Spear,jim hanon chase ellison chad allenjack guzmanadventure drama
tommy o'haver,mila kunis,kirsten dunst,carmen electra,comedy romance,Get Over It,tommy o'haver mila kunis kirsten dunstcarmen electracomedy romance
mike judge,gary cole,stephen root,diedrich bader,comedy,Office Space,mike judge gary cole stephen rootdiedrich badercomedy
michael patrick jann,kirsten dunst,kirstie alley,ellen barkin,comedy romance thriller,Drop Dead Gorgeous,michael patrick jann kirsten dunst kirstie alleyellen barkincomedy romance thriller
tim burton,christoph waltz,danny huston,jon polito,biography crime drama romance,Big Eyes,tim burton christoph waltz danny hustonjon politobiography crime drama romance
peter berg,jon favreau,daniel stern,jeanne tripplehorn,comedy crime thriller,Very Bad Things,peter berg jon favreau daniel sternjeanne tripplehorncomedy crime thriller
joe nussbaum,steve carell,alexa penavega,hunter parrish,comedy romance,Sleepover,joe nussbaum steve carell alexa penavegahunter parrishcomedy romance
brian de palma,melanie griffith,dennis franz,gregg henry,mystery thriller,Body Double,brian de palma melanie griffith dennis franzgregg henrymystery thriller
jorma taccone,jasper cole,will forte,powers boothe,action comedy romance,MacGruber,jorma taccone jasper cole will fortepowers bootheaction comedy romance
stephen frears,sophie okonedo,benedict wong,sergi lópez,crime drama thriller,Dirty Pretty Things,stephen frears sophie okonedo benedict wongsergi lópezcrime drama thriller
elizabeth banks,hugh jackman,kate winslet,seth macfarlane,comedy,Movie 43,elizabeth banks hugh jackman kate winsletseth macfarlanecomedy
florian henckel von donnersmarck,johnny depp,angelina jolie pitt,rufus sewell,action romance thriller,The Tourist,florian henckel von donnersmarck johnny depp angelina jolie pittrufus sewellaction romance thriller
jeff lowell,stephen root,william morgan sheppard,wendi mclendon-covey,comedy fantasy romance,Over Her Dead Body,jeff lowell stephen root william morgan sheppardwendi mclendon-coveycomedy fantasy romance
lorene scafaria,steve carell,mark moses,rob huebel,adventure comedy drama romance sci-fi,Seeking a Friend for the End of the World,lorene scafaria steve carell mark mosesrob huebeladventure comedy drama romance sci-fi
miguel arteta,kurtwood smith,stephen root,alia shawkat,comedy,Cedar Rapids,miguel arteta kurtwood smith stephen rootalia shawkatcomedy
unknown,michaela conlin,t.j. thyne,tamara taylor,comedy crime drama mystery romance,Bones            ,unknown michaela conlin t.j. thynetamara taylorcomedy crime drama mystery romance
tony kaye,ethan suplee,beverly d'angelo,stacy keach,crime drama,American History X,tony kaye ethan suplee beverly d'angelostacy keachcrime drama
marcus dunstan,daniel sharman,johanna braddy,lee tergesen,action horror thriller,The Collection,marcus dunstan daniel sharman johanna braddylee tergesenaction horror thriller
timothy björklund,nathan lane,kelsey grammer,jerry stiller,animation comedy family fantasy musical,Teacher's Pet,timothy björklund nathan lane kelsey grammerjerry stilleranimation comedy family fantasy musical
françois girard,johannes silberschneider,clotilde mollet,carlo cecchi,drama music mystery romance,The Red Violin,françois girard johannes silberschneider clotilde molletcarlo cecchidrama music mystery romance
david lynch,sissy spacek,richard farnsworth,everett mcgill,biography drama,The Straight Story,david lynch sissy spacek richard farnswortheverett mcgillbiography drama
scott kalvert,norman reedus,james franco,frankie muniz,action crime drama,Deuces Wild,scott kalvert norman reedus james francofrankie munizaction crime drama
jason bateman,beth grant,philip baker hall,patricia belcher,comedy drama,Bad Words,jason bateman beth grant philip baker hallpatricia belchercomedy drama
david schwimmer,dylan moran,iddo goldberg,india de beaufort,comedy romance sport,"Run, Fatboy, Run",david schwimmer dylan moran iddo goldbergindia de beaufortcomedy romance sport
allan arkush,bernadette peters,randy quaid,christopher guest,comedy sci-fi,Heartbeeps,allan arkush bernadette peters randy quaidchristopher guestcomedy sci-fi
mike binder,jennifer ehle,gillian jacobs,jillian estell,drama,Black or White,mike binder jennifer ehle gillian jacobsjillian estelldrama
eric bross,jerry stiller,tamala jones,dave foley,comedy family romance,On the Line,eric bross jerry stiller tamala jonesdave foleycomedy family romance
werner herzog,christian bale,toby huss,françois chau,adventure biography drama war,Rescue Dawn,werner herzog christian bale toby hussfrançois chauadventure biography drama war
dan fogelman,al pacino,jennifer garner,melissa benoist,comedy drama music,Danny Collins,dan fogelman al pacino jennifer garnermelissa benoistcomedy drama music
jay duplass,judy greer,evan ross,rae dawn chong,comedy drama,"Jeff, Who Lives at Home",jay duplass judy greer evan rossrae dawn chongcomedy drama
luca guadagnino,flavio parenti,waris ahluwalia,alba rohrwacher,drama romance,I Am Love,luca guadagnino flavio parenti waris ahluwaliaalba rohrwacherdrama romance
john putch,robert picardo,diedrich bader,esai morales,drama mystery sci-fi,Atlas Shrugged II: The Strike,john putch robert picardo diedrich baderesai moralesdrama mystery sci-fi
peter medak,gary oldman,michael wincott,lena olin,action crime drama thriller,Romeo Is Bleeding,peter medak gary oldman michael wincottlena olinaction crime drama thriller
steven soderbergh,peter fonda,lesley ann warren,william lucking,crime drama mystery thriller,The Limey,steven soderbergh peter fonda lesley ann warrenwilliam luckingcrime drama mystery thriller
terence davies,eric stoltz,anthony lapaglia,elizabeth mcgovern,drama romance,The House of Mirth,terence davies eric stoltz anthony lapagliaelizabeth mcgoverndrama romance
harley cokeliss,cliff robertson,tracey walter,dennis burkley,action drama thriller,Malone,harley cokeliss cliff robertson tracey walterdennis burkleyaction drama thriller
victor salva,scott mechlowicz,tim dekay,agnes bruckner,drama romance sport,Peaceful Warrior,victor salva scott mechlowicz tim dekayagnes brucknerdrama romance sport
tom brady,don johnson,kevin nealon,nicholas turturro,comedy,Bucky Larson: Born to Be a Star,tom brady don johnson kevin nealonnicholas turturrocomedy
spike lee,gillian white,michael rapaport,jada pinkett smith,comedy drama music,Bamboozled,spike lee gillian white michael rapaportjada pinkett smithcomedy drama music
jason zada,eoin macken,stephanie vogt,gen seto,horror mystery thriller,The Forest,jason zada eoin macken stephanie vogtgen setohorror mystery thriller
franklin j. schaffner,frank langella,william hootkins,john gielgud,adventure mystery thriller,Sphinx,franklin j. schaffner frank langella william hootkinsjohn gielgudadventure mystery thriller
noah baumbach,naomi watts,maria dizzia,dree hemingway,comedy drama,While We're Young,noah baumbach naomi watts maria dizziadree hemingwaycomedy drama
chris weitz,demián bichir,eddie 'piolin' sotelo,robert peters,drama romance,A Better Life,chris weitz demián bichir eddie 'piolin' sotelorobert petersdrama romance
david cronenberg,miranda richardson,john neville,lynn redgrave,drama mystery thriller,Spider,david cronenberg miranda richardson john nevillelynn redgravedrama mystery thriller
eric blakeney,liam neeson,oliver platt,mitch pileggi,comedy crime romance,Gun Shy,eric blakeney liam neeson oliver plattmitch pileggicomedy crime romance
douglas mcgrath,charlie hunnam,anne hathaway,jim broadbent,drama romance,Nicholas Nickleby,douglas mcgrath charlie hunnam anne hathawayjim broadbentdrama romance
ariel vromen,chris evans,james franco,robert davi,biography crime drama,The Iceman,ariel vromen chris evans james francorobert davibiography crime drama
unknown,krystyna janda,olaf lubaszenko,olgierd lukaszewicz,drama,Dekalog            ,unknown krystyna janda olaf lubaszenkoolgierd lukaszewiczdrama
rakesh roshan,naseeruddin shah,rekha,sharat saxena,action adventure romance sci-fi,Krrish,rakesh roshan naseeruddin shah rekhasharat saxenaaction adventure romance sci-fi
john waters,alicia witt,melanie griffith,kevin nealon,comedy crime thriller,Cecil B. DeMented,john waters alicia witt melanie griffithkevin nealoncomedy crime thriller
william friedkin,matthew mcconaughey,scott a. martin,carol sutton,crime drama romance thriller,Killer Joe,william friedkin matthew mcconaughey scott a. martincarol suttoncrime drama romance thriller
derrick borte,demi moore,gary cole,robert pralgo,comedy drama,The Joneses,derrick borte demi moore gary colerobert pralgocomedy drama
richard kwietniowski,philip seymour hoffman,minnie driver,maury chaykin,crime drama thriller,Owning Mahowny,richard kwietniowski philip seymour hoffman minnie drivermaury chaykincrime drama thriller
bob odenkirk,jenna fischer,lee majors,will forte,comedy,The Brothers Solomon,bob odenkirk jenna fischer lee majorswill fortecomedy
kar-wai wong,natalie portman,norah jones,adriane lenox,drama romance,My Blueberry Nights,kar-wai wong natalie portman norah jonesadriane lenoxdrama romance
john turturro,beverly d'angelo,ben gazzara,george dicenzo,drama,Illuminata,john turturro beverly d'angelo ben gazzarageorge dicenzodrama
guy ritchie,bruce greenwood,jeanne tripplehorn,david thornton,comedy romance,Swept Away,guy ritchie bruce greenwood jeanne tripplehorndavid thorntoncomedy romance
joshua seftel,bashar rahal,sergej trifunovic,ned bellamy,action comedy thriller,"War, Inc.",joshua seftel bashar rahal sergej trifunovicned bellamyaction comedy thriller
stephen chow,wei zhao,karen mok,kwok-kwan chan,action comedy sport,Shaolin Soccer,stephen chow wei zhao karen mokkwok-kwan chanaction comedy sport
vincent gallo,vincent gallo,cheryl tiegs,anna vareschi,drama,The Brown Bunny,vincent gallo vincent gallo cheryl tiegsanna vareschidrama
claude chabrol,isabelle huppert,françois cluzet,michel serrault,comedy crime thriller,The Swindle,claude chabrol isabelle huppert françois cluzetmichel serraultcomedy crime thriller
jon stewart,numan acar,claire foy,haluk bilginer,biography drama,Rosewater,jon stewart numan acar claire foyhaluk bilginerbiography drama
bigas luna,olivier martinez,aitana sánchez-gijón,romane bohringer,drama romance,The Chambermaid on the Titanic,bigas luna olivier martinez aitana sánchez-gijónromane bohringerdrama romance
ralph fiennes,gerard butler,ashraf barhom,lubna azabal,drama thriller war,Coriolanus,ralph fiennes gerard butler ashraf barhomlubna azabaldrama thriller war
dan harris,kip pardue,ryan donowho,larry fessenden,comedy drama,Imaginary Heroes,dan harris kip pardue ryan donowholarry fessendencomedy drama
mel smith,minnie driver,danny dyer,mary mccormack,action comedy drama,High Heels and Low Lifes,mel smith minnie driver danny dyermary mccormackaction comedy drama
bobcat goldthwait,robin williams,daryl sabara,henry simmons,comedy drama,World's Greatest Dad,bobcat goldthwait robin williams daryl sabarahenry simmonscomedy drama
christopher smith,danny dyer,toby stephens,laura harris,comedy horror thriller,Severance,christopher smith danny dyer toby stephenslaura harriscomedy horror thriller
stuart gordon,joe mantegna,dulé hill,jeffrey combs,drama thriller,Edmond,stuart gordon joe mantegna dulé hilljeffrey combsdrama thriller
jake scott,kristen stewart,ally sheedy,kerry cahill,drama,Welcome to the Rileys,jake scott kristen stewart ally sheedykerry cahilldrama
alan metter,christopher lee,michael winslow,g.w. bailey,comedy crime,Police Academy: Mission to Moscow,alan metter christopher lee michael winslowg.w. baileycomedy crime
jeb stuart,ricky schroder,nate parker,lee norris,drama,Blood Done Sign My Name,jeb stuart ricky schroder nate parkerlee norrisdrama
rafa lara,jorge luis moreno,andrés montiel,william miller,drama history war,"Cinco de Mayo, La Batalla",rafa lara jorge luis moreno andrés montielwilliam millerdrama history war
michael radford,chris noth,jared gilman,james brolin,comedy drama romance,Elsa & Fred,michael radford chris noth jared gilmanjames brolincomedy drama romance
arthur hiller,eric idle,harvey weinstein,ryan o'neal,comedy,An Alan Smithee Film: Burn Hollywood Burn,arthur hiller eric idle harvey weinsteinryan o'nealcomedy
michael meredith,jeff bridges,justin timberlake,ted danson,comedy drama,The Open Road,michael meredith jeff bridges justin timberlaketed dansoncomedy drama
julio depietro,adrian martinez,scott porter,aaron yoo,comedy romance,The Good Guy,julio depietro adrian martinez scott porteraaron yoocomedy romance
katherine dieckmann,stephanie szostak,minnie driver,anthony edwards,comedy drama,Motherhood,katherine dieckmann stephanie szostak minnie driveranthony edwardscomedy drama
william dear,madison pettis,corbin bleu,sandra echeverría,drama,Free Style,william dear madison pettis corbin bleusandra echeverríadrama
kim farrant,nicholas hamilton,reef ireland,sean keenan,drama mystery thriller,Strangerland,kim farrant nicholas hamilton reef irelandsean keenandrama mystery thriller
marcus raboy,mike epps,tamala jones,glenn plummer,comedy crime music,The Janky Promoters,marcus raboy mike epps tamala jonesglenn plummercomedy crime music
scott marshall,drew fuller,drew waters,larry miller,comedy romance,Blonde Ambition,scott marshall drew fuller drew waterslarry millercomedy romance
álex de la iglesia,jim carter,leonor watling,danny sapani,crime mystery thriller,The Oxford Murders,álex de la iglesia jim carter leonor watlingdanny sapanicrime mystery thriller
andrew traucki,damian walshe-howling,gyton grantley,adrienne pickering,horror thriller,The Reef,andrew traucki damian walshe-howling gyton grantleyadrienne pickeringhorror thriller
michael clancy,zooey deschanel,rip torn,kelly preston,comedy drama,Eulogy,michael clancy zooey deschanel rip tornkelly prestoncomedy drama
patrick lussier,teryl rothery,craig fairbrass,adrian holmes,drama fantasy horror thriller,White Noise 2: The Light,patrick lussier teryl rothery craig fairbrassadrian holmesdrama fantasy horror thriller
robert adetuyi,shane pollard,mishael morgan,chase armitage,drama music,You Got Served: Beat the World,robert adetuyi shane pollard mishael morganchase armitagedrama music
kari skogland,jim sturgess,kevin zegers,michael mcelhatton,drama thriller,Fifty Dead Men Walking,kari skogland jim sturgess kevin zegersmichael mcelhattondrama thriller
taedong park,drake bell,tom arnold,amanda troop,adventure animation,Jungle Shuffle,taedong park drake bell tom arnoldamanda troopadventure animation
paul schrader,veronica ferres,ayelet zurer,derek jacobi,drama war,Adam Resurrected,paul schrader veronica ferres ayelet zurerderek jacobidrama war
benedikt erlingsson,ingvar eggert sigurðsson,charlotte bøving,sigríður maría egilsdóttir,comedy drama romance,Of Horses and Men,benedikt erlingsson ingvar eggert sigurðsson charlotte bøvingsigríður maría egilsdóttircomedy drama romance
gurinder chadha,sendhil ramamurthy,mark addy,shabana azmi,comedy drama horror romance,It's a Wonderful Afterlife,gurinder chadha sendhil ramamurthy mark addyshabana azmicomedy drama horror romance
jason connery,ray winstone,henry rollins,jason london,action horror sci-fi,The Devil's Tomb,jason connery ray winstone henry rollinsjason londonaction horror sci-fi
vic sarin,jimi mistry,jesse moss,john light,drama romance,Partition,vic sarin jimi mistry jesse mossjohn lightdrama romance
jim issa,elaine hendrix,luke perry,jon gries,comedy,Good Intentions,jim issa elaine hendrix luke perryjon griescomedy
jee-woon kim,kang-ho song,woo-sung jung,dal-su oh,action adventure comedy western,"The Good, the Bad, the Weird",jee-woon kim kang-ho song woo-sung jungdal-su ohaction adventure comedy western
douglas aarniokoski,boris kodjoe,katrina bowden,kathleen turner,horror thriller,Nurse 3D,douglas aarniokoski boris kodjoe katrina bowdenkathleen turnerhorror thriller
william phillips,tyler mane,callum rennie,dustin milligan,action comedy drama western,Gunless,william phillips tyler mane callum renniedustin milliganaction comedy drama western
greg mottola,kristen stewart,martin starr,wendie malick,comedy drama romance,Adventureland,greg mottola kristen stewart martin starrwendie malickcomedy drama romance
andy garcia,danny pino,victor rivers,enrique murciano,drama romance,The Lost City,andy garcia danny pino victor riversenrique murcianodrama romance
steve carr,john witherspoon,mike epps,rolando molina,comedy,Next Friday,steve carr john witherspoon mike eppsrolando molinacomedy
sarik andreasyan,hayden christensen,jordana brewster,akon,action crime drama thriller,American Heist,sarik andreasyan hayden christensen jordana brewsterakonaction crime drama thriller
lewis gilbert,donald pleasence,burt kwouk,desmond llewelyn,action adventure thriller,You Only Live Twice,lewis gilbert donald pleasence burt kwoukdesmond llewelynaction adventure thriller
julian gilbey,mem ferda,alfie allen,malese jow,action comedy crime drama,Plastic,julian gilbey mem ferda alfie allenmalese jowaction comedy crime drama
michael haneke,isabelle huppert,emmanuelle riva,jean-louis trintignant,drama romance,Amour,michael haneke isabelle huppert emmanuelle rivajean-louis trintignantdrama romance
gary sherman,tom skerritt,heather o'rourke,zelda rubinstein,horror thriller,Poltergeist III,gary sherman tom skerritt heather o'rourkezelda rubinsteinhorror thriller
valeri milev,daniella alonso,roger cross,jesse garcia,action horror,Re-Kill,valeri milev daniella alonso roger crossjesse garciaaction horror
stanley kramer,jonathan winters,sid caesar,spencer tracy,action adventure comedy crime,"It's a Mad, Mad, Mad, Mad World",stanley kramer jonathan winters sid caesarspencer tracyaction adventure comedy crime
pedro almodóvar,carmen maura,lola dueñas,antonio de la torre,comedy crime drama mystery,Volver,pedro almodóvar carmen maura lola dueñasantonio de la torrecomedy crime drama mystery
gerald potterton,john vernon,joe flaherty,don francks,adventure animation fantasy horror sci-fi,Heavy Metal,gerald potterton john vernon joe flahertydon francksadventure animation fantasy horror sci-fi
jared hess,jizelle jade,michael angarano,héctor jiménez,adventure comedy sci-fi,Gentlemen Broncos,jared hess jizelle jade michael angaranohéctor jiménezadventure comedy sci-fi
richard loncraine,robert downey jr.,jim broadbent,kristin scott thomas,drama war,Richard III,richard loncraine robert downey jr. jim broadbentkristin scott thomasdrama war
david hackl,scott glenn,michaela mcmanus,luisa d'oliveira,action horror thriller,Into the Grizzly Maze,david hackl scott glenn michaela mcmanusluisa d'oliveiraaction horror thriller
anurag basu,bárbara mori,steven michael quezada,kabir bedi,action drama romance thriller,Kites,anurag basu bárbara mori steven michael quezadakabir bediaction drama romance thriller
lars von trier,alexander skarsgård,kirsten dunst,charlotte rampling,drama sci-fi,Melancholia,lars von trier alexander skarsgård kirsten dunstcharlotte ramplingdrama sci-fi
kriv stenders,noah taylor,keisha castle-hughes,luke ford,biography comedy drama family romance,Red Dog,kriv stenders noah taylor keisha castle-hughesluke fordbiography comedy drama family romance
yash chopra,shah rukh khan,katrina kaif,vic waghorn,drama romance,Jab Tak Hai Jaan,yash chopra shah rukh khan katrina kaifvic waghorndrama romance
ridley scott,tom skerritt,yaphet kotto,bolaji badejo,horror sci-fi,Alien,ridley scott tom skerritt yaphet kottobolaji badejohorror sci-fi
floria sigismondi,kristen stewart,scout taylor-compton,johnny lewis,biography drama music,The Runaways,floria sigismondi kristen stewart scout taylor-comptonjohnny lewisbiography drama music
norman jewison,topol,paul michael glaser,rosalind harris,drama family musical romance,Fiddler on the Roof,norman jewison topol paul michael glaserrosalind harrisdrama family musical romance
terence young,desmond llewelyn,earl cameron,lois maxwell,action adventure thriller,Thunderball,terence young desmond llewelyn earl cameronlois maxwellaction adventure thriller
joseph kahn,josh hutcherson,shanley caswell,parker bagley,comedy horror sci-fi,Detention,joseph kahn josh hutcherson shanley caswellparker bagleycomedy horror sci-fi
ferzan ozpetek,riccardo scamarcio,alessandro preziosi,lunetta savino,comedy drama romance,Loose Cannons,ferzan ozpetek riccardo scamarcio alessandro preziosilunetta savinocomedy drama romance
f. gary gray,vivica a. fox,jada pinkett smith,blair underwood,action crime drama romance thriller,Set It Off,f. gary gray vivica a. fox jada pinkett smithblair underwoodaction crime drama romance thriller
malcolm d. lee,harold perrineau,sanaa lathan,jarrod bunch,comedy drama,The Best Man,malcolm d. lee harold perrineau sanaa lathanjarrod bunchcomedy drama
tom holland,catherine hicks,alex vincent,dinah manoff,fantasy horror,Child's Play,tom holland catherine hicks alex vincentdinah manofffantasy horror
michael moore,michael moore,tucker albrizzi,bill clinton,documentary drama,Sicko,michael moore michael moore tucker albrizzibill clintondocumentary drama
james demonaco,noel gugliemi,zach gilford,roberta valderrama,action horror sci-fi thriller,The Purge: Anarchy,james demonaco noel gugliemi zach gilfordroberta valderramaaction horror sci-fi thriller
kris isacsson,rosario dawson,lauren german,shawn hatosy,comedy drama romance,Down to You,kris isacsson rosario dawson lauren germanshawn hatosycomedy drama romance
danny leiner,ethan embry,fred willard,paula garcés,adventure comedy,Harold & Kumar Go to White Castle,danny leiner ethan embry fred willardpaula garcésadventure comedy
rod lurie,jeff bridges,gary oldman,william petersen,drama thriller,The Contender,rod lurie jeff bridges gary oldmanwilliam petersendrama thriller
ben younger,vin diesel,nia long,herbert russell,crime drama thriller,Boiler Room,ben younger vin diesel nia longherbert russellcrime drama thriller
john landis,don ameche,denholm elliott,ralph bellamy,comedy,Trading Places,john landis don ameche denholm elliottralph bellamycomedy
glen morgan,oliver hudson,crystal lowe,andrea martin,horror,Black Christmas,glen morgan oliver hudson crystal loweandrea martinhorror
daniel taplitz,jennifer esposito,tate taylor,patrick cranshaw,comedy romance,Breakin' All the Rules,daniel taplitz jennifer esposito tate taylorpatrick cranshawcomedy romance
kenneth branagh,brian blessed,derek jacobi,danny webb,action biography drama history romance war,Henry V,kenneth branagh brian blessed derek jacobidanny webbaction biography drama history romance war
tamara jenkins,philip seymour hoffman,david zayas,gbenga akinnagbe,comedy drama,The Savages,tamara jenkins philip seymour hoffman david zayasgbenga akinnagbecomedy drama
linda mendoza,carlos ponce,freddy rodríguez,maria conchita alonso,comedy romance,Chasing Papi,linda mendoza carlos ponce freddy rodríguezmaria conchita alonsocomedy romance
christopher mcquarrie,kristin lehman,nicky katt,dylan kussman,action crime drama thriller,The Way of the Gun,christopher mcquarrie kristin lehman nicky kattdylan kussmanaction crime drama thriller
burr steers,kieran culkin,rory culkin,bill irwin,comedy drama,Igby Goes Down,burr steers kieran culkin rory culkinbill irwincomedy drama
hart bochner,jon favreau,matt ross,chris young,comedy,PCU,hart bochner jon favreau matt rosschris youngcomedy
michael o. sajbel,bill cobbs,drew fuller,mircea monroe,drama family romance,The Ultimate Gift,michael o. sajbel bill cobbs drew fullermircea monroedrama family romance
unknown,ronn moss,katherine kelly lang,hunter tylo,drama romance,The Bold and the Beautiful            ,unknown ronn moss katherine kelly langhunter tylodrama romance
stewart raffill,anjelica huston,john carradine,robert urich,action adventure comedy romance sci-fi,The Ice Pirates,stewart raffill anjelica huston john carradinerobert urichaction adventure comedy romance sci-fi
davis guggenheim,emma bell,john doman,carly schroeder,biography drama sport,Gracie,davis guggenheim emma bell john domancarly schroederbiography drama sport
