type,title,cast,country,rating,listed_in,cast_list,combination
Movie,abhinetri,tamannaah bhatia  prabhu deva  sonu sood,india,TV-14,"comedies, international movies, sci-fi & fantasy",Tamannaah Bhatia  Prabhu Deva  Sonu Sood,"Movie TV-14 comedies, international movies, sci-fi & fantasy india tamannaah bhatia  prabhu deva  sonu sood"
Movie,abominable christmas,isabella acres  drake bell  emilio estevez,united states,TV-Y7,"children & family movies, comedies",Isabella Acres  Drake Bell  Emilio Estevez,"Movie TV-Y7 children & family movies, comedies united states isabella acres  drake bell  emilio estevez"
Movie,about a boy,nicholas hoult  toni collette  victoria smurfit,"united kingdom, united states, france, germany",PG-13,"comedies, dramas, international movies",Nicholas Hoult  Toni Collette  Victoria Smurfit,"Movie PG-13 comedies, dramas, international movies united kingdom, united states, france, germany nicholas hoult  toni collette  victoria smurfit"
Movie,abzurdah,eugenia suárez  esteban lamothe  gloria carrá,argentina,TV-MA,"dramas, international movies",Eugenia Suárez  Esteban Lamothe  Gloria Carrá,"Movie TV-MA dramas, international movies argentina eugenia suárez  esteban lamothe  gloria carrá"
Movie,acapulco la vida va,patricio castillo  sergio bustamante  alejandro suárez,mexico,TV-MA,"comedies, dramas, international movies",Patricio Castillo  Sergio Bustamante  Alejandro Suárez,"Movie TV-MA comedies, dramas, international movies mexico patricio castillo  sergio bustamante  alejandro suárez"
Movie,across the line,sarah jeffery  simon paul mutuyimana  denis theriault,canada,TV-MA,"dramas, sports movies",Sarah Jeffery  Simon Paul Mutuyimana  Denis Theriault,"Movie TV-MA dramas, sports movies canada sarah jeffery  simon paul mutuyimana  denis theriault"
Movie,across the universe,evan rachel wood  jim sturgess  joe anderson,"united states, united kingdom",PG-13,"dramas, music & musicals, romantic movies",Evan Rachel Wood  Jim Sturgess  Joe Anderson,"Movie PG-13 dramas, music & musicals, romantic movies united states, united kingdom evan rachel wood  jim sturgess  joe anderson"
Movie,act of valor,keo woolford  drea castro  emilio rivera,united states,R,action & adventure,Keo Woolford  Drea Castro  Emilio Rivera,Movie R action & adventure united states keo woolford  drea castro  emilio rivera
Movie,act of vengeance,haluk bilginer  mahsun kırmızıgül  mustafa sandal,"turkey, united states",NR,"action & adventure, international movies",Haluk Bilginer  Mahsun Kırmızıgül  Mustafa Sandal,"Movie NR action & adventure, international movies turkey, united states haluk bilginer  mahsun kırmızıgül  mustafa sandal"
Movie,acts of violence,cole hauser  bruce willis  shawn ashmore,canada,R,action & adventure,Cole Hauser  Bruce Willis  Shawn Ashmore,Movie R action & adventure canada cole hauser  bruce willis  shawn ashmore
Movie,addicted to life,antoine bizet  jesse richman  karsten gefle,france,TV-14,"action & adventure, documentaries, international movies",Antoine Bizet  Jesse Richman  Karsten Gefle,"Movie TV-14 action & adventure, documentaries, international movies france antoine bizet  jesse richman  karsten gefle"
Movie,adore,naomi watts  robin wright  xavier samuel,"australia, france",R,"dramas, independent movies, international movies",Naomi Watts  Robin Wright  Xavier Samuel,"Movie R dramas, independent movies, international movies australia, france naomi watts  robin wright  xavier samuel"
Movie,adrishya,ravi kumar  ayesha singh  nishat mallick,india,TV-14,"horror movies, independent movies, international movies",Ravi Kumar  Ayesha Singh  Nishat Mallick,"Movie TV-14 horror movies, independent movies, international movies india ravi kumar  ayesha singh  nishat mallick"
Movie,adventures in public school,daniel doheny  judy greer  siobhan williams,"canada, united states",NR,comedies,Daniel Doheny  Judy Greer  Siobhan Williams,"Movie NR comedies canada, united states daniel doheny  judy greer  siobhan williams"
Movie,after porn ends,unknown,united states,NR,documentaries,unknown,Movie NR documentaries united states unknown
Movie,after porn ends 3,unknown,united states,TV-MA,documentaries,unknown,Movie TV-MA documentaries united states unknown
Movie,afterschool,ezra miller  addison timlin  jeremy allen white,united states,TV-MA,"dramas, independent movies",Ezra Miller  Addison Timlin  Jeremy Allen White,"Movie TV-MA dramas, independent movies united states ezra miller  addison timlin  jeremy allen white"
Movie,aftershock,eli roth  andrea osvárt  ariel levy,"united states, chile",R,"action & adventure, horror movies",Eli Roth  Andrea Osvárt  Ariel Levy,"Movie R action & adventure, horror movies united states, chile eli roth  andrea osvárt  ariel levy"
Movie,agatha and the truth of murder,ruth bradley  pippa haywood  dean andrews,united kingdom,TV-MA,dramas,Ruth Bradley  Pippa Haywood  Dean Andrews,Movie TV-MA dramas united kingdom ruth bradley  pippa haywood  dean andrews
Movie,ahista ahista,abhay deol  soha ali khan  shayan munshi,india,TV-14,"dramas, international movies, romantic movies",Abhay Deol  Soha Ali Khan  Shayan Munshi,"Movie TV-14 dramas, international movies, romantic movies india abhay deol  soha ali khan  shayan munshi"
Movie,ai weiwei: never sorry,ai weiwei  lao ai,united states,R,documentaries,Ai Weiwei  Lao Ai,Movie R documentaries united states ai weiwei  lao ai
Movie,aisa yeh jahaan,palash sen  ira dubey  yashpal sharma,india,TV-14,"dramas, independent movies, international movies",Palash Sen  Ira Dubey  Yashpal Sharma,"Movie TV-14 dramas, independent movies, international movies india palash sen  ira dubey  yashpal sharma"
Movie,aitraaz,akshay kumar  kareena kapoor  priyanka chopra,india,TV-14,"international movies, music & musicals, romantic movies",Akshay Kumar  Kareena Kapoor  Priyanka Chopra,"Movie TV-14 international movies, music & musicals, romantic movies india akshay kumar  kareena kapoor  priyanka chopra"
Movie,alarmoty in the land of fire,unknown,egypt,TV-MA,"comedies, international movies",unknown,"Movie TV-MA comedies, international movies egypt unknown"
Movie,albion: the enchanted stallion,daniel sharman  jennifer morrison  debra messing,"united states, bulgaria",TV-PG,children & family movies,Daniel Sharman  Jennifer Morrison  Debra Messing,"Movie TV-PG children & family movies united states, bulgaria daniel sharman  jennifer morrison  debra messing"
Movie,alejandro sanz: what i was is what i am,alejandro sanz,spain,TV-MA,"documentaries, international movies, music & musicals",Alejandro Sanz,"Movie TV-MA documentaries, international movies, music & musicals spain alejandro sanz"
Movie,alice doesn't live here anymore,ellen burstyn  kris kristofferson  billy green bush,united states,PG,"classic movies, comedies, dramas",Ellen Burstyn  Kris Kristofferson  Billy Green Bush,"Movie PG classic movies, comedies, dramas united states ellen burstyn  kris kristofferson  billy green bush"
Movie,alien contact: outer space,j. michael long,united states,TV-PG,documentaries,J. Michael Long,Movie TV-PG documentaries united states j. michael long
Movie,aliens ate my homework,william shatner  dan payne  kirsten robek,united states,PG,"children & family movies, comedies, sci-fi & fantasy",William Shatner  Dan Payne  Kirsten Robek,"Movie PG children & family movies, comedies, sci-fi & fantasy united states william shatner  dan payne  kirsten robek"
Movie,alive and kicking,unknown,"sweden, united states",TV-14,documentaries,unknown,"Movie TV-14 documentaries sweden, united states unknown"
Movie,all about nina,mary elizabeth winstead  common  kate del castillo,united states,R,"comedies, dramas, independent movies",Mary Elizabeth Winstead  Common  Kate del Castillo,"Movie R comedies, dramas, independent movies united states mary elizabeth winstead  common  kate del castillo"
Movie,all dogs go to heaven,dom deluise  burt reynolds  daryl gilley,"ireland, united kingdom, united states",G,children & family movies,Dom DeLuise  Burt Reynolds  Daryl Gilley,"Movie G children & family movies ireland, united kingdom, united states dom deluise  burt reynolds  daryl gilley"
Movie,all good ones get away,claire forlani  jake abel  titus welliver,"spain, italy",TV-MA,"international movies, thrillers",Claire Forlani  Jake Abel  Titus Welliver,"Movie TV-MA international movies, thrillers spain, italy claire forlani  jake abel  titus welliver"
Movie,all hallows' eve,lexi giovagnoli  ashley argota  john deluca,united states,TV-G,"children & family movies, independent movies",Lexi Giovagnoli  Ashley Argota  John DeLuca,"Movie TV-G children & family movies, independent movies united states lexi giovagnoli  ashley argota  john deluca"
Movie,all light will end,ashley pereira  alexandra harris  ted welch,united states,TV-MA,"horror movies, thrillers",Ashley Pereira  Alexandra Harris  Ted Welch,"Movie TV-MA horror movies, thrillers united states ashley pereira  alexandra harris  ted welch"
Movie,all the boys love mandy lane,anson mount  edwin hodge  michael welch,united states,R,horror movies,Anson Mount  Edwin Hodge  Michael Welch,Movie R horror movies united states anson mount  edwin hodge  michael welch
Movie,all the devil's men,milo gibson  sylvia hoeks  gbenga akinnagbe,united kingdom,R,action & adventure,Milo Gibson  Sylvia Hoeks  Gbenga Akinnagbe,Movie R action & adventure united kingdom milo gibson  sylvia hoeks  gbenga akinnagbe
Movie,alone in berlin,emma thompson  brendan gleeson  daniel brühl,"united kingdom, france, germany",R,dramas,Emma Thompson  Brendan Gleeson  Daniel Brühl,"Movie R dramas united kingdom, france, germany emma thompson  brendan gleeson  daniel brühl"
Movie,along came a spider,morgan freeman  monica potter  michael wincott,"united states, germany, canada",R,thrillers,Morgan Freeman  Monica Potter  Michael Wincott,"Movie R thrillers united states, germany, canada morgan freeman  monica potter  michael wincott"
Movie,alpha and omega 2: a howl-iday adventure,ben diskin  kate higgins  blackie rose,united states,TV-G,children & family movies,Ben Diskin  Kate Higgins  Blackie Rose,Movie TV-G children & family movies united states ben diskin  kate higgins  blackie rose
Movie,alpha and omega: the legend of the saw tooth cave,debi derryberry  ben diskin  kate higgins,"united states, india",TV-Y7,children & family movies,Debi Derryberry  Ben Diskin  Kate Higgins,"Movie TV-Y7 children & family movies united states, india debi derryberry  ben diskin  kate higgins"
Movie,alphago,unknown,united states,TV-G,documentaries,unknown,Movie TV-G documentaries united states unknown
Movie,always a bridesmaid,javicia leslie  jordan calloway  richard lawson,united states,TV-14,"comedies, romantic movies",Javicia Leslie  Jordan Calloway  Richard Lawson,"Movie TV-14 comedies, romantic movies united states javicia leslie  jordan calloway  richard lawson"
Movie,amar akbar & tony,rez kempton  sam vincenti  martin delaney,united kingdom,TV-MA,"comedies, dramas, international movies",Rez Kempton  Sam Vincenti  Martin Delaney,"Movie TV-MA comedies, dramas, international movies united kingdom rez kempton  sam vincenti  martin delaney"
Movie,amar akbar anthony,vinod khanna  rishi kapoor  amitabh bachchan,india,TV-14,"action & adventure, classic movies, comedies",Vinod Khanna  Rishi Kapoor  Amitabh Bachchan,"Movie TV-14 action & adventure, classic movies, comedies india vinod khanna  rishi kapoor  amitabh bachchan"
Movie,amar's hands,ghadah abdulrazeq  wafaa amer  hassan el raddad,egypt,TV-14,"dramas, international movies",Ghadah Abdulrazeq  Wafaa Amer  Hassan El Raddad,"Movie TV-14 dramas, international movies egypt ghadah abdulrazeq  wafaa amer  hassan el raddad"
Movie,american anarchist,william powell,united states,TV-MA,documentaries,William Powell,Movie TV-MA documentaries united states william powell
Movie,american assassin,dylan o'brien  michael keaton  sanaa lathan,united states,R,action & adventure,Dylan O'Brien  Michael Keaton  Sanaa Lathan,Movie R action & adventure united states dylan o'brien  michael keaton  sanaa lathan
Movie,american beauty,kevin spacey  annette bening  thora birch,united states,R,dramas,Kevin Spacey  Annette Bening  Thora Birch,Movie R dramas united states kevin spacey  annette bening  thora birch
Movie,american circumcision,unknown,united states,TV-14,documentaries,unknown,Movie TV-14 documentaries united states unknown
Movie,american experience: ruby ridge,dave hunt  bo gritz  sara weaver,united states,TV-MA,documentaries,Dave Hunt  Bo Gritz  Sara Weaver,Movie TV-MA documentaries united states dave hunt  bo gritz  sara weaver
Movie,american experience: the island murder,blair brown,united states,TV-14,documentaries,Blair Brown,Movie TV-14 documentaries united states blair brown
Movie,american hangman,donald sutherland  vincent kartheiser  oliver dennis,canada,TV-MA,thrillers,Donald Sutherland  Vincent Kartheiser  Oliver Dennis,Movie TV-MA thrillers canada donald sutherland  vincent kartheiser  oliver dennis
Movie,american heist,hayden christensen  adrien brody  jordana brewster,"canada, luxembourg",R,"action & adventure, dramas",Hayden Christensen  Adrien Brody  Jordana Brewster,"Movie R action & adventure, dramas canada, luxembourg hayden christensen  adrien brody  jordana brewster"
Movie,american history x,edward norton  edward furlong  beverly d'angelo,united states,R,dramas,Edward Norton  Edward Furlong  Beverly D'Angelo,Movie R dramas united states edward norton  edward furlong  beverly d'angelo
Movie,american honey,sasha lane  shia labeouf  riley keough,"united kingdom, united states",R,"dramas, independent movies",Sasha Lane  Shia LaBeouf  Riley Keough,"Movie R dramas, independent movies united kingdom, united states sasha lane  shia labeouf  riley keough"
Movie,american masters: ted williams,ted williams,united states,TV-MA,"documentaries, sports movies",Ted Williams,"Movie TV-MA documentaries, sports movies united states ted williams"
Movie,american psycho,christian bale  willem dafoe  jared leto,"united states, canada",R,"comedies, cult movies, dramas",Christian Bale  Willem Dafoe  Jared Leto,"Movie R comedies, cult movies, dramas united states, canada christian bale  willem dafoe  jared leto"
Movie,american warfighter,jerry g. angelo  paul logan  joshua santana,united states,TV-MA,dramas,Jerry G. Angelo  Paul Logan  Joshua Santana,Movie TV-MA dramas united states jerry g. angelo  paul logan  joshua santana
Movie,amy,amy winehouse  lauren gilbert,united kingdom,R,"documentaries, international movies, music & musicals",Amy Winehouse  Lauren Gilbert,"Movie R documentaries, international movies, music & musicals united kingdom amy winehouse  lauren gilbert"
Movie,an american in madras,unknown,india,TV-PG,"documentaries, international movies",unknown,"Movie TV-PG documentaries, international movies india unknown"
Movie,an american tail,erica yohn  nehemiah persoff  amy green,united states,G,children & family movies,Erica Yohn  Nehemiah Persoff  Amy Green,Movie G children & family movies united states erica yohn  nehemiah persoff  amy green
Movie,an american tail: fievel goes west,philip glasser  james stewart  erica yohn,united states,G,children & family movies,Philip Glasser  James Stewart  Erica Yohn,Movie G children & family movies united states philip glasser  james stewart  erica yohn
Movie,an american tail: the mystery of the night monster,thomas dekker  lacey chabert  jane singer,united states,G,children & family movies,Thomas Dekker  Lacey Chabert  Jane Singer,Movie G children & family movies united states thomas dekker  lacey chabert  jane singer
Movie,an american tail: the treasures of manhattan island,thomas dekker  dom deluise  pat musick,united states,G,children & family movies,Thomas Dekker  Dom DeLuise  Pat Musick,Movie G children & family movies united states thomas dekker  dom deluise  pat musick
Movie,an hour and a half,eyad nassar  ahmed bedir  fathy abdel wahab,egypt,TV-14,"dramas, international movies",Eyad Nassar  Ahmed Bedir  Fathy Abdel Wahab,"Movie TV-14 dramas, international movies egypt eyad nassar  ahmed bedir  fathy abdel wahab"
Movie,an interview with god,brenton thwaites  david strathairn  hill harper,united states,TV-PG,"dramas, faith & spirituality",Brenton Thwaites  David Strathairn  Hill Harper,"Movie TV-PG dramas, faith & spirituality united states brenton thwaites  david strathairn  hill harper"
Movie,an upper egyptian,mohamed ramadan  randa el behery  nermin maher,egypt,TV-MA,"comedies, dramas, international movies",Mohamed Ramadan  Randa El Behery  Nermin Maher,"Movie TV-MA comedies, dramas, international movies egypt mohamed ramadan  randa el behery  nermin maher"
Movie,anarkali of aarah,swara bhaskar  sanjay mishra  vijay kumar,india,TV-MA,"dramas, independent movies, international movies",Swara Bhaskar  Sanjay Mishra  Vijay Kumar,"Movie TV-MA dramas, independent movies, international movies india swara bhaskar  sanjay mishra  vijay kumar"
Movie,anchor and hope,oona chaplin  natalia tena  david verdaguer,spain,TV-MA,"comedies, dramas, lgbtq movies",Oona Chaplin  Natalia Tena  David Verdaguer,"Movie TV-MA comedies, dramas, lgbtq movies spain oona chaplin  natalia tena  david verdaguer"
Movie,anesthesia,sam waterston  tim blake nelson  jessica hecht,united states,R,"dramas, independent movies",Sam Waterston  Tim Blake Nelson  Jessica Hecht,"Movie R dramas, independent movies united states sam waterston  tim blake nelson  jessica hecht"
Movie,angel eyes,jennifer lopez  jim caviezel  sonia braga,united states,R,"dramas, romantic movies",Jennifer Lopez  Jim Caviezel  Sonia Braga,"Movie R dramas, romantic movies united states jennifer lopez  jim caviezel  sonia braga"
Movie,anger management,adam sandler  jack nicholson  marisa tomei,united states,PG-13,comedies,Adam Sandler  Jack Nicholson  Marisa Tomei,Movie PG-13 comedies united states adam sandler  jack nicholson  marisa tomei
Movie,angry indian goddesses,amrit maghera  rajshri deshpande  pavleen gujral,"india, germany",TV-MA,"dramas, independent movies, international movies",Amrit Maghera  Rajshri Deshpande  Pavleen Gujral,"Movie TV-MA dramas, independent movies, international movies india, germany amrit maghera  rajshri deshpande  pavleen gujral"
Movie,ankur arora murder case,kay kay menon  tisca chopra  arjun mathur,india,TV-14,"dramas, international movies, thrillers",Kay Kay Menon  Tisca Chopra  Arjun Mathur,"Movie TV-14 dramas, international movies, thrillers india kay kay menon  tisca chopra  arjun mathur"
Movie,annabelle hooper and the ghosts of nantucket,bailee madison  robert capron  rachel resheff,united states,TV-PG,children & family movies,Bailee Madison  Robert Capron  Rachel Resheff,Movie TV-PG children & family movies united states bailee madison  robert capron  rachel resheff
Movie,another forever,daniela escobar  marlon moreno  peter ketnath,"brazil, netherlands, united states, colombia, austria, germany",TV-PG,"dramas, independent movies, international movies",Daniela Escobar  Marlon Moreno  Peter Ketnath,"Movie TV-PG dramas, independent movies, international movies brazil, netherlands, united states, colombia, austria, germany daniela escobar  marlon moreno  peter ketnath"
Movie,ant-man and the wasp,paul rudd  evangeline lilly  michael douglas,united states,PG-13,"action & adventure, comedies, sci-fi & fantasy",Paul Rudd  Evangeline Lilly  Michael Douglas,"Movie PG-13 action & adventure, comedies, sci-fi & fantasy united states paul rudd  evangeline lilly  michael douglas"
Movie,antar: son of shadad,mohamed henedi  bassem samra  dorra zarrouk,egypt,TV-MA,"comedies, international movies",Mohamed Henedi  Bassem Samra  Dorra Zarrouk,"Movie TV-MA comedies, international movies egypt mohamed henedi  bassem samra  dorra zarrouk"
Movie,antariksha ke rakhwale,sonal kaushal  rupa bhimani  julie tejwani,unknown,TV-Y7,children & family movies,Sonal Kaushal  Rupa Bhimani  Julie Tejwani,Movie TV-Y7 children & family movies unknown sonal kaushal  rupa bhimani  julie tejwani
Movie,antidote,randy couture  chuck zito  wil traval,united states,TV-MA,"action & adventure, horror movies",Randy Couture  Chuck Zito  Wil Traval,"Movie TV-MA action & adventure, horror movies united states randy couture  chuck zito  wil traval"
Movie,anwar,siddharth koirala  nauheed cyrusi  manisha koirala,india,TV-14,"dramas, independent movies, international movies",Siddharth Koirala  Nauheed Cyrusi  Manisha Koirala,"Movie TV-14 dramas, independent movies, international movies india siddharth koirala  nauheed cyrusi  manisha koirala"
Movie,apache warrior,unknown,united states,TV-MA,documentaries,unknown,Movie TV-MA documentaries united states unknown
Movie,apex: the story of the hypercar,zachary levi,united states,NR,documentaries,Zachary Levi,Movie NR documentaries united states zachary levi
Movie,apollo 18,warren christie  lloyd owen  ryan robbins,"united states, canada",PG-13,"horror movies, sci-fi & fantasy, thrillers",Warren Christie  Lloyd Owen  Ryan Robbins,"Movie PG-13 horror movies, sci-fi & fantasy, thrillers united states, canada warren christie  lloyd owen  ryan robbins"
Movie,april and the extraordinary world,angela galuppo  paul giamatti  susan sarandon,"france, canada, belgium",PG,"action & adventure, comedies, international movies",Angela Galuppo  Paul Giamatti  Susan Sarandon,"Movie PG action & adventure, comedies, international movies france, canada, belgium angela galuppo  paul giamatti  susan sarandon"
Movie,"aram, aram",john roohinian  levon sharafyan  sevak hakoyan,united states,TV-14,"dramas, independent movies",John Roohinian  Levon Sharafyan  Sevak Hakoyan,"Movie TV-14 dramas, independent movies united states john roohinian  levon sharafyan  sevak hakoyan"
Movie,are we done yet?,ahmed eid  ayten amer  ahmed fouad selim,egypt,TV-14,"comedies, dramas, international movies",Ahmed Eid  Ayten Amer  Ahmed Fouad Selim,"Movie TV-14 comedies, dramas, international movies egypt ahmed eid  ayten amer  ahmed fouad selim"
Movie,arisan 2,surya saputra  cut mini theo  tora sudiro,indonesia,TV-14,"comedies, dramas, international movies",Surya Saputra  Cut Mini Theo  Tora Sudiro,"Movie TV-14 comedies, dramas, international movies indonesia surya saputra  cut mini theo  tora sudiro"
Movie,arthur,russell brand  helen mirren  greta gerwig,united states,PG-13,"comedies, romantic movies",Russell Brand  Helen Mirren  Greta Gerwig,"Movie PG-13 comedies, romantic movies united states russell brand  helen mirren  greta gerwig"
Movie,arthur christmas,james mcavoy  hugh laurie  bill nighy,"united kingdom, united states",PG,"children & family movies, comedies",James McAvoy  Hugh Laurie  Bill Nighy,"Movie PG children & family movies, comedies united kingdom, united states james mcavoy  hugh laurie  bill nighy"
Movie,"as above, so below",perdita weeks  ben feldman  edwin hodge,united states,R,"horror movies, thrillers",Perdita Weeks  Ben Feldman  Edwin Hodge,"Movie R horror movies, thrillers united states perdita weeks  ben feldman  edwin hodge"
Movie,as good as it gets,jack nicholson  helen hunt  greg kinnear,united states,PG-13,"comedies, romantic movies",Jack Nicholson  Helen Hunt  Greg Kinnear,"Movie PG-13 comedies, romantic movies united states jack nicholson  helen hunt  greg kinnear"
Movie,assimilate,joel courtney  calum worthy  andi matichak,united states,TV-MA,"horror movies, sci-fi & fantasy, thrillers",Joel Courtney  Calum Worthy  Andi Matichak,"Movie TV-MA horror movies, sci-fi & fantasy, thrillers united states joel courtney  calum worthy  andi matichak"
Movie,asura: the city of madness,jung-min hwang  do-won kwak  man-sik jung,south korea,NR,"action & adventure, dramas, international movies",Jung-min Hwang  Do-won Kwak  Man-sik Jung,"Movie NR action & adventure, dramas, international movies south korea jung-min hwang  do-won kwak  man-sik jung"
Movie,at all costs,parker jackson cartwright  gabe york,united states,TV-MA,"documentaries, sports movies",Parker Jackson Cartwright  Gabe York,"Movie TV-MA documentaries, sports movies united states parker jackson cartwright  gabe york"
Movie,at first light,stefanie scott  theodore pellerin  percy hynes white,canada,TV-14,"dramas, sci-fi & fantasy",Stefanie Scott  Theodore Pellerin  Percy Hynes White,"Movie TV-14 dramas, sci-fi & fantasy canada stefanie scott  theodore pellerin  percy hynes white"
Movie,atm,chantavit dhanasevi  preechaya pongthananikorn  chaleumpol tikumpornteerawong,"united states, canada",TV-14,"comedies, international movies, romantic movies",Chantavit Dhanasevi  Preechaya Pongthananikorn  Chaleumpol Tikumpornteerawong,"Movie TV-14 comedies, international movies, romantic movies united states, canada chantavit dhanasevi  preechaya pongthananikorn  chaleumpol tikumpornteerawong"
Movie,attacking the devil: harold evans and the last nazi war crime,harold evans,united kingdom,TV-14,"documentaries, international movies",Harold Evans,"Movie TV-14 documentaries, international movies united kingdom harold evans"
Movie,attitude test,belén soto  denise rosenthal  constanza piccoli,chile,TV-14,"comedies, independent movies, international movies",Belén Soto  Denise Rosenthal  Constanza Piccoli,"Movie TV-14 comedies, independent movies, international movies chile belén soto  denise rosenthal  constanza piccoli"
Movie,auschwitz: blueprints of genocide,roy marsden,united kingdom,TV-PG,documentaries,Roy Marsden,Movie TV-PG documentaries united kingdom roy marsden
Movie,automata,antonio banderas  dylan mcdermott  melanie griffith,"bulgaria, united states, spain, canada",R,"international movies, sci-fi & fantasy, thrillers",Antonio Banderas  Dylan McDermott  Melanie Griffith,"Movie R international movies, sci-fi & fantasy, thrillers bulgaria, united states, spain, canada antonio banderas  dylan mcdermott  melanie griffith"
Movie,avengers: infinity war,robert downey jr.  josh brolin  mark ruffalo,united states,PG-13,"action & adventure, sci-fi & fantasy",Robert Downey Jr.  Josh Brolin  Mark Ruffalo,"Movie PG-13 action & adventure, sci-fi & fantasy united states robert downey jr.  josh brolin  mark ruffalo"
Movie,avicii: true stories,avicii,"sweden, netherlands",TV-MA,"documentaries, international movies, music & musicals",Avicii,"Movie TV-MA documentaries, international movies, music & musicals sweden, netherlands avicii"
Movie,azhar,emraan hashmi  prachi desai  nargis fakhri,india,TV-14,"dramas, international movies, sports movies",Emraan Hashmi  Prachi Desai  Nargis Fakhri,"Movie TV-14 dramas, international movies, sports movies india emraan hashmi  prachi desai  nargis fakhri"
Movie,b.a. pass,shadab kamal  shilpa shukla  rajesh sharma,india,TV-14,"dramas, independent movies, international movies",Shadab Kamal  Shilpa Shukla  Rajesh Sharma,"Movie TV-14 dramas, independent movies, international movies india shadab kamal  shilpa shukla  rajesh sharma"
Movie,babam ve oğlum,çetin tekindor  fikret kuşkan  hümeyra,turkey,TV-14,"dramas, international movies",Çetin Tekindor  Fikret Kuşkan  Hümeyra,"Movie TV-14 dramas, international movies turkey çetin tekindor  fikret kuşkan  hümeyra"
Movie,babel,brad pitt  cate blanchett  gael garcía bernal,"france, united states, mexico",R,"dramas, independent movies",Brad Pitt  Cate Blanchett  Gael García Bernal,"Movie R dramas, independent movies france, united states, mexico brad pitt  cate blanchett  gael garcía bernal"
Movie,bachelor girls,unknown,india,TV-MA,"documentaries, international movies",unknown,"Movie TV-MA documentaries, international movies india unknown"
Movie,back and forth,ingrid guimarães  fábio assunção  alice braga,brazil,NR,"comedies, dramas, international movies",Ingrid Guimarães  Fábio Assunção  Alice Braga,"Movie NR comedies, dramas, international movies brazil ingrid guimarães  fábio assunção  alice braga"
Movie,backcountry,missy peregrym  jeff roop  eric balfour,canada,NR,"horror movies, independent movies, thrillers",Missy Peregrym  Jeff Roop  Eric Balfour,"Movie NR horror movies, independent movies, thrillers canada missy peregrym  jeff roop  eric balfour"
Movie,backfire,"black deniro  byron ""squally"" vinson  dominic costa",united states,TV-MA,"dramas, independent movies, thrillers","Black Deniro  Byron ""Squally"" Vinson  Dominic Costa","Movie TV-MA dramas, independent movies, thrillers united states black deniro  byron ""squally"" vinson  dominic costa"
Movie,backtrack,adrien brody  sam neill  robin mcleavy,"australia, united kingdom, united arab emirates, canada",R,"dramas, thrillers",Adrien Brody  Sam Neill  Robin McLeavy,"Movie R dramas, thrillers australia, united kingdom, united arab emirates, canada adrien brody  sam neill  robin mcleavy"
Movie,bad boys,will smith  martin lawrence  téa leoni,united states,R,"action & adventure, comedies",Will Smith  Martin Lawrence  Téa Leoni,"Movie R action & adventure, comedies united states will smith  martin lawrence  téa leoni"
Movie,bad boys ii,will smith  martin lawrence  jordi mollà,united states,R,"action & adventure, comedies",Will Smith  Martin Lawrence  Jordi Mollà,"Movie R action & adventure, comedies united states will smith  martin lawrence  jordi mollà"
Movie,bad match,jack cutmore-scott  lili simmons  brandon scott,"singapore, united states",TV-MA,thrillers,Jack Cutmore-Scott  Lili Simmons  Brandon Scott,"Movie TV-MA thrillers singapore, united states jack cutmore-scott  lili simmons  brandon scott"
Movie,bad rap,jonathan park  awkwafina  david lee,"united states, canada",TV-MA,"documentaries, music & musicals",Jonathan Park  Awkwafina  David Lee,"Movie TV-MA documentaries, music & musicals united states, canada jonathan park  awkwafina  david lee"
Movie,badha,amruta subhash  rajesh more  devika daftardar,india,TV-14,"dramas, international movies",Amruta Subhash  Rajesh More  Devika Daftardar,"Movie TV-14 dramas, international movies india amruta subhash  rajesh more  devika daftardar"
Movie,badland,kevin makely  bruce dern  mira sorvino,united states,TV-14,dramas,Kevin Makely  Bruce Dern  Mira Sorvino,Movie TV-14 dramas united states kevin makely  bruce dern  mira sorvino
Movie,balto,kevin bacon  bob hoskins  bridget fonda,united states,G,"children & family movies, dramas",Kevin Bacon  Bob Hoskins  Bridget Fonda,"Movie G children & family movies, dramas united states kevin bacon  bob hoskins  bridget fonda"
Movie,balto 2: wolf quest,maurice lamarche  jodi benson  lacey chabert,united states,G,children & family movies,Maurice LaMarche  Jodi Benson  Lacey Chabert,Movie G children & family movies united states maurice lamarche  jodi benson  lacey chabert
Movie,balto 3: wings of change,maurice lamarche  sean astin  keith carradine,united states,G,children & family movies,Maurice LaMarche  Sean Astin  Keith Carradine,Movie G children & family movies united states maurice lamarche  sean astin  keith carradine
Movie,balu mahi,osman khalid butt  ainy jaffri  sadaf kanwal,pakistan,TV-MA,"international movies, romantic movies",Osman Khalid Butt  Ainy Jaffri  Sadaf Kanwal,"Movie TV-MA international movies, romantic movies pakistan osman khalid butt  ainy jaffri  sadaf kanwal"
Movie,bana masal anlatma,hande doğandemir  fatih artman  devrim yakut,turkey,TV-14,"comedies, international movies, romantic movies",Hande Doğandemir  Fatih Artman  Devrim Yakut,"Movie TV-14 comedies, international movies, romantic movies turkey hande doğandemir  fatih artman  devrim yakut"
Movie,band aid,zoe lister-jones  adam pally  fred armisen,united states,R,"comedies, dramas, independent movies",Zoe Lister-Jones  Adam Pally  Fred Armisen,"Movie R comedies, dramas, independent movies united states zoe lister-jones  adam pally  fred armisen"
